element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out,team
136,15,13,0,False,2020-09-19T16:30:00Z,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-8049,83421,9889,17938,6
136,21,7,0,True,2020-09-26T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-12310,72987,7875,20185,6
136,31,5,0,False,2020-10-03T11:30:00Z,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-9023,65476,3941,12964,6
137,1,16,8,True,2020-09-12T14:00:00Z,1,0,1,90,0,1,1,0,0,0,0,0,0,0,2,26,28.4,33.7,2.0,6.4,60,0,16534,0,0,6
137,15,13,9,False,2020-09-19T16:30:00Z,1,3,2,90,1,0,0,1,0,0,0,0,0,0,2,27,39.6,20.9,40.0,10.1,60,11126,51702,18748,7622,6
137,21,7,5,True,2020-09-26T14:00:00Z,1,2,3,90,0,1,0,2,0,0,0,0,0,0,0,20,32.8,38.3,0.0,7.1,60,53033,127637,85897,32864,6
137,31,5,2,False,2020-10-03T11:30:00Z,4,0,4,90,0,0,0,4,0,0,0,0,0,0,0,9,7.8,29.4,0.0,3.7,61,115403,267037,148642,33239,6
138,1,16,1,True,2020-09-12T14:00:00Z,1,0,1,16,0,0,0,0,0,0,0,0,0,0,0,6,6.0,28.3,0.0,3.4,60,0,57448,0,0,6
138,15,13,1,False,2020-09-19T16:30:00Z,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,5,8.2,0.2,0.0,0.8,60,-10435,52037,1828,12263,6
138,21,7,0,True,2020-09-26T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,59,-12339,41247,1443,13782,6
138,31,5,1,False,2020-10-03T11:30:00Z,4,0,4,23,0,0,0,2,0,0,0,0,0,0,0,5,5.6,5.5,0.0,1.1,58,-8374,33894,978,9352,6
139,1,16,0,True,2020-09-12T14:00:00Z,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,0,5818,0,0,6
139,15,13,0,False,2020-09-19T16:30:00Z,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-1168,5358,141,1309,6
139,21,7,0,True,2020-09-26T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-973,4637,184,1157,6
139,31,5,0,False,2020-10-03T11:30:00Z,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-558,4241,109,667,6
140,1,16,2,True,2020-09-12T14:00:00Z,1,0,1,90,0,0,1,0,0,0,0,0,0,0,0,-7,9.2,0.8,19.0,2.9,60,0,403544,0,0,6
140,15,13,5,False,2020-09-19T16:30:00Z,1,3,2,80,0,1,0,1,0,0,0,0,0,0,0,13,7.2,0.3,41.0,4.9,60,-58033,366405,22747,80780,6
140,21,7,2,True,2020-09-26T14:00:00Z,1,2,3,81,0,0,0,2,0,0,0,0,0,0,0,3,6.0,2.2,2.0,1.0,59,-57984,320684,23450,81434,6
140,31,5,2,False,2020-10-03T11:30:00Z,4,0,4,90,0,0,0,4,0,0,0,0,0,0,0,5,4.6,2.8,8.0,1.5,59,-58242,268502,12219,70461,6
141,1,16,8,True,2020-09-12T14:00:00Z,1,0,1,90,1,0,1,0,0,0,0,0,0,0,0,18,31.6,1.4,21.0,5.4,70,0,461359,0,0,6
141,15,13,15,False,2020-09-19T16:30:00Z,1,3,2,90,2,0,0,1,0,0,0,0,0,0,3,44,71.2,42.8,57.0,17.1,70,18583,603201,93188,74605,6
141,21,7,1,True,2020-09-26T14:00:00Z,1,2,3,90,0,0,0,2,0,0,0,1,0,0,0,-1,1.6,2.9,46.0,5.1,71,466643,1210529,598146,131503,6
141,31,5,2,False,2020-10-03T11:30:00Z,4,0,4,90,0,0,0,4,0,0,0,0,0,0,0,3,5.4,12.1,28.0,4.6,72,244879,1490194,378872,133993,6
142,1,16,2,True,2020-09-12T14:00:00Z,1,0,1,80,0,0,1,0,0,0,0,1,0,0,0,3,1.2,0.1,0.0,0.1,55,0,5393,0,0,6
142,15,13,7,False,2020-09-19T16:30:00Z,1,3,2,74,0,1,1,0,0,0,0,0,0,0,1,24,36.6,34.9,22.0,9.4,55,-657,5833,331,988,6
142,21,7,0,True,2020-09-26T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,4620,12769,6820,2200,6
142,31,5,0,False,2020-10-03T11:30:00Z,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-3802,8654,446,4248,6
143,1,16,0,True,2020-09-12T14:00:00Z,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,3437,0,0,6
143,15,13,0,False,2020-09-19T16:30:00Z,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-671,3479,135,806,6
143,21,7,0,True,2020-09-26T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-424,3398,331,755,6
143,31,5,0,False,2020-10-03T11:30:00Z,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-251,3313,213,464,6
144,1,16,0,True,2020-09-12T14:00:00Z,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,11161,0,0,6
144,15,13,0,False,2020-09-19T16:30:00Z,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1651,10593,460,2111,6
144,21,7,1,True,2020-09-26T14:00:00Z,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,3,0.4,0.3,0.0,0.1,45,-2167,8455,134,2301,6
144,31,5,1,False,2020-10-03T11:30:00Z,4,0,4,18,0,0,0,2,0,0,0,0,0,0,0,3,1.0,0.4,0.0,0.1,44,13795,29526,19836,6041,6
145,1,16,0,True,2020-09-12T14:00:00Z,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,113206,0,0,6
145,15,13,0,False,2020-09-19T16:30:00Z,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-10093,104495,5366,15459,6
145,21,7,0,True,2020-09-26T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-13068,92070,7835,20903,6
145,31,5,0,False,2020-10-03T11:30:00Z,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-5933,86691,3025,8958,6
146,1,16,6,True,2020-09-12T14:00:00Z,1,0,1,90,0,0,1,0,0,0,0,0,0,0,0,23,17.6,0.7,0.0,1.8,40,0,783246,0,0,6
146,15,13,5,False,2020-09-19T16:30:00Z,1,3,2,90,0,1,0,1,0,0,0,0,0,0,0,16,12.0,1.2,0.0,1.3,40,266503,1222530,313081,46578,6
146,21,7,1,True,2020-09-26T14:00:00Z,1,2,3,90,0,0,0,2,0,0,0,0,0,0,0,10,21.6,6.9,2.0,3.1,41,390665,1680837,451120,60455,6
146,31,5,0,False,2020-10-03T11:30:00Z,4,0,4,90,0,0,0,4,0,0,0,0,0,0,0,5,8.2,1.3,0.0,1.0,41,120420,1813731,175712,55292,6
147,1,16,0,True,2020-09-12T14:00:00Z,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,6682,0,0,6
147,15,13,0,False,2020-09-19T16:30:00Z,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-618,7492,503,1121,6
147,21,7,0,True,2020-09-26T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-533,7479,720,1253,6
147,31,5,0,False,2020-10-03T11:30:00Z,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-541,7179,302,843,6
486,1,16,7,True,2020-09-12T14:00:00Z,1,0,1,90,0,0,1,0,0,0,0,0,0,0,1,24,15.6,0.4,8.0,2.4,45,0,18959,0,0,6
486,15,13,0,False,2020-09-19T16:30:00Z,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,23357,83312,34970,11613,6
486,21,7,0,True,2020-09-26T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-10225,72733,8490,18715,6
486,31,5,0,False,2020-10-03T11:30:00Z,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-16800,56408,118,16918,6
489,1,16,1,True,2020-09-12T14:00:00Z,1,0,1,9,0,0,0,0,0,0,0,0,0,0,0,3,4.4,8.8,4.0,1.7,60,0,33257,0,0,6
489,15,13,1,False,2020-09-19T16:30:00Z,1,3,2,15,0,0,0,1,0,0,0,0,0,0,0,4,9.4,0.8,2.0,1.2,60,-781,38313,5582,6363,6
489,21,7,2,True,2020-09-26T14:00:00Z,1,2,3,74,0,0,0,2,0,0,0,0,0,0,0,12,8.2,14.5,29.0,5.2,60,-7613,32133,2956,10569,6
489,31,5,2,False,2020-10-03T11:30:00Z,4,0,4,90,0,0,0,4,0,0,0,0,0,0,0,4,0.0,3.9,0.0,0.4,59,-2055,31637,3313,5368,6
522,1,16,0,True,2020-09-12T14:00:00Z,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,0,0,0,6
522,15,13,0,False,2020-09-19T16:30:00Z,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,5457,18137,8122,2665,6
522,21,7,0,True,2020-09-26T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,449,20234,4682,4233,6
522,31,5,0,False,2020-10-03T11:30:00Z,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,2835,25733,5513,2678,6
534,15,13,0,False,2020-09-19T16:30:00Z,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,0,0,0,6
534,21,7,0,True,2020-09-26T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,1962,4732,2569,607,6
534,31,5,0,False,2020-10-03T11:30:00Z,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,507,6425,1277,770,6
149,4,17,0,False,2020-09-13T15:30:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,3638,0,0,7
149,12,18,0,True,2020-09-19T11:30:00Z,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-820,2957,70,890,7
149,21,6,0,False,2020-09-26T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-406,2767,187,593,7
149,32,3,1,True,2020-10-03T14:00:00Z,4,2,4,32,0,0,0,1,0,0,0,0,0,0,0,6,4.0,0.8,0.0,0.5,49,114,3232,481,367,7
150,4,17,1,False,2020-09-13T15:30:00Z,0,1,1,22,0,0,0,0,0,0,0,0,0,0,0,3,2.4,0.3,0.0,0.3,70,0,99837,0,0,7
150,12,18,1,True,2020-09-19T11:30:00Z,5,2,2,25,0,0,0,0,0,0,0,0,0,0,0,13,9.2,21.4,0.0,3.1,70,-13639,93723,2782,16421,7
150,21,6,1,False,2020-09-26T14:00:00Z,1,2,3,14,0,0,0,0,0,0,0,0,0,0,0,4,1.4,0.4,0.0,0.2,69,-16003,79556,1036,17039,7
150,32,3,5,True,2020-10-03T14:00:00Z,4,2,4,90,0,1,0,2,0,0,0,0,0,0,0,26,34.2,27.0,22.0,8.3,69,-6765,74195,1479,8244,7
151,4,17,0,False,2020-09-13T15:30:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,9107,0,0,7
151,12,18,0,True,2020-09-19T11:30:00Z,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-765,10818,484,1249,7
151,21,6,0,False,2020-09-26T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1064,10730,310,1374,7
151,32,3,0,True,2020-10-03T14:00:00Z,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-703,10482,231,934,7
152,4,17,6,False,2020-09-13T15:30:00Z,0,1,1,90,0,0,1,0,0,0,0,0,0,0,0,28,24.0,12.1,7.0,4.3,50,0,41401,0,0,7
152,12,18,1,True,2020-09-19T11:30:00Z,5,2,2,90,0,0,0,2,0,0,0,0,0,0,0,14,12.0,4.6,6.0,2.3,50,49538,117980,67845,18307,7
152,21,6,6,False,2020-09-26T14:00:00Z,1,2,3,90,0,1,0,1,0,0,0,0,0,0,1,22,36.2,11.3,2.0,5.0,50,9004,131420,32804,23800,7
152,32,3,1,True,2020-10-03T14:00:00Z,4,2,4,57,0,0,0,1,0,0,0,0,0,0,0,14,15.4,2.0,9.0,2.6,50,48071,193284,63937,15866,7
153,4,17,0,False,2020-09-13T15:30:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,0,444,0,0,7
153,12,18,0,True,2020-09-19T11:30:00Z,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,-46,524,80,126,7
153,21,6,0,False,2020-09-26T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,-65,509,64,129,7
153,32,3,0,True,2020-10-03T14:00:00Z,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,-29,523,69,98,7
154,4,17,0,False,2020-09-13T15:30:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,0,10689,0,0,7
154,12,18,0,True,2020-09-19T11:30:00Z,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,-1784,11165,913,2697,7
154,21,6,0,False,2020-09-26T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,59,-2276,9629,666,2942,7
154,32,3,0,True,2020-10-03T14:00:00Z,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,59,-1061,9184,700,1761,7
155,4,17,12,False,2020-09-13T15:30:00Z,0,1,1,90,0,1,1,0,0,0,0,0,0,0,3,38,40.8,19.9,0.0,6.1,60,0,397204,0,0,7
155,12,18,1,True,2020-09-19T11:30:00Z,5,2,2,90,0,0,0,2,0,0,0,0,0,0,0,19,21.8,75.5,12.0,10.9,61,275313,878954,323021,47708,7
155,21,6,6,False,2020-09-26T14:00:00Z,1,2,3,90,0,1,0,1,0,0,0,0,0,0,1,22,26.8,17.3,12.0,5.6,61,43922,965634,160549,116627,7
155,32,3,1,True,2020-10-03T14:00:00Z,4,2,4,90,0,0,0,2,0,0,0,0,0,0,0,16,14.8,20.7,4.0,4.0,61,95825,1119737,150459,54634,7
156,4,17,6,False,2020-09-13T15:30:00Z,0,1,1,90,0,0,1,0,0,0,0,0,0,0,0,29,25.8,0.1,0.0,2.6,50,0,101537,0,0,7
156,12,18,7,True,2020-09-19T11:30:00Z,5,2,2,90,1,0,0,2,0,0,0,0,0,0,0,28,49.6,11.0,41.0,10.2,50,20084,145252,33108,13024,7
156,21,6,2,False,2020-09-26T14:00:00Z,1,2,3,90,0,0,0,1,0,0,0,0,0,0,0,15,15.4,0.4,2.0,1.8,50,105206,284812,138666,33460,7
156,32,3,1,True,2020-10-03T14:00:00Z,4,2,4,90,0,0,0,2,0,0,0,0,0,0,0,11,8.6,0.4,0.0,0.9,50,23250,312616,47762,24512,7
157,4,17,8,False,2020-09-13T15:30:00Z,0,1,1,90,0,0,1,0,0,0,0,0,0,5,1,32,38.6,0.0,0.0,3.9,50,0,270083,0,0,7
157,12,18,1,True,2020-09-19T11:30:00Z,5,2,2,90,0,0,0,2,0,0,0,0,0,2,0,15,13.8,0.0,0.0,1.4,50,168928,617049,207230,38302,7
157,21,6,2,False,2020-09-26T14:00:00Z,1,2,3,90,0,0,0,1,0,0,0,0,0,0,0,8,3.8,0.0,0.0,0.4,50,1562,642875,88498,86936,7
157,32,3,1,True,2020-10-03T14:00:00Z,4,2,4,90,0,0,0,2,0,0,0,0,0,1,0,10,8.6,10.0,0.0,1.9,50,-7755,659948,43162,50917,7
158,4,17,3,False,2020-09-13T15:30:00Z,0,1,1,67,0,0,1,0,0,0,0,0,0,0,0,11,3.8,3.3,20.0,2.7,55,0,21001,0,0,7
158,12,18,2,True,2020-09-19T11:30:00Z,5,2,2,90,0,0,0,2,0,0,0,0,0,0,0,11,11.2,17.2,2.0,3.0,55,3676,32961,7797,4121,7
158,21,6,2,False,2020-09-26T14:00:00Z,1,2,3,75,0,0,0,1,0,0,0,0,0,0,0,11,7.4,2.1,0.0,1.0,55,-2627,32333,3986,6613,7
158,32,3,0,True,2020-10-03T14:00:00Z,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-4013,29624,3719,7732,7
159,4,17,0,False,2020-09-13T15:30:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,0,10789,0,0,7
159,12,18,1,True,2020-09-19T11:30:00Z,5,2,2,19,0,0,0,0,0,0,0,0,0,0,0,2,0.0,6.0,4.0,0.9,60,-2245,11246,641,2886,7
159,21,6,1,False,2020-09-26T14:00:00Z,1,2,3,4,0,0,0,0,0,0,0,0,0,0,0,2,2.0,0.3,0.0,0.2,59,-1782,10421,500,2282,7
159,32,3,5,True,2020-10-03T14:00:00Z,4,2,4,65,0,1,0,2,0,0,0,0,0,0,0,15,27.2,13.6,4.0,4.5,59,-750,10403,608,1358,7
160,4,17,0,False,2020-09-13T15:30:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,12770,0,0,7
160,12,18,0,True,2020-09-19T11:30:00Z,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1925,13715,992,2917,7
160,21,6,0,False,2020-09-26T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-2206,12687,1078,3284,7
160,32,3,0,True,2020-10-03T14:00:00Z,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-2292,10697,405,2697,7
161,4,17,0,False,2020-09-13T15:30:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,109,0,0,7
161,12,18,0,True,2020-09-19T11:30:00Z,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-1,136,26,27,7
161,21,6,0,False,2020-09-26T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-13,137,30,43,7
161,32,3,0,True,2020-10-03T14:00:00Z,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-5,137,18,23,7
162,4,17,6,False,2020-09-13T15:30:00Z,0,1,1,90,0,0,1,0,0,0,0,0,0,0,0,27,23.2,0.4,1.0,2.5,55,0,54492,0,0,7
162,12,18,1,True,2020-09-19T11:30:00Z,5,2,2,90,0,0,0,2,0,0,0,0,0,0,0,17,25.2,1.5,2.0,2.9,55,11979,92644,19670,7691,7
162,21,6,2,False,2020-09-26T14:00:00Z,1,2,3,90,0,0,0,1,0,0,0,0,0,0,0,15,17.0,0.3,0.0,1.7,55,7,102121,15442,15435,7
162,32,3,8,True,2020-10-03T14:00:00Z,4,2,4,90,1,0,0,2,0,0,0,0,0,0,1,31,64.6,0.7,33.0,9.8,55,-2299,106524,8849,11148,7
163,4,17,1,False,2020-09-13T15:30:00Z,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,2.0,0.0,0.0,0.2,55,0,8045,0,0,7
163,12,18,0,True,2020-09-19T11:30:00Z,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-928,9223,566,1494,7
163,21,6,1,False,2020-09-26T14:00:00Z,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,54,-1465,8286,540,2005,7
163,32,3,2,True,2020-10-03T14:00:00Z,4,2,4,90,0,0,0,2,0,0,0,0,0,0,0,18,20.2,2.8,0.0,2.3,54,-353,8331,665,1018,7
164,4,17,8,False,2020-09-13T15:30:00Z,0,1,1,88,1,0,1,0,0,0,0,0,0,0,2,34,38.4,13.7,34.0,8.6,70,0,387691,0,0,7
164,12,18,17,True,2020-09-19T11:30:00Z,5,2,2,70,3,0,0,2,0,0,0,0,0,0,3,74,99.6,0.4,144.0,24.4,71,331148,875767,399696,68548,7
164,21,6,6,False,2020-09-26T14:00:00Z,1,2,3,90,1,0,0,1,0,0,0,0,0,0,0,21,36.2,6.2,45.0,8.7,73,868743,1922282,969169,100426,7
164,32,3,6,True,2020-10-03T14:00:00Z,4,2,4,90,1,0,0,2,0,0,0,0,0,0,0,28,41.8,2.3,49.0,9.3,75,940107,2963753,980349,40242,7
165,4,17,0,False,2020-09-13T15:30:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,8203,0,0,7
165,12,18,0,True,2020-09-19T11:30:00Z,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-2513,5773,77,2590,7
165,21,6,0,False,2020-09-26T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-1560,4411,73,1633,7
165,32,3,0,True,2020-10-03T14:00:00Z,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-676,3804,36,712,7
166,4,17,2,False,2020-09-13T15:30:00Z,0,1,1,90,0,0,1,0,0,0,0,0,0,0,0,17,26.2,13.8,67.0,10.7,80,0,583310,0,0,7
166,12,18,12,True,2020-09-19T11:30:00Z,5,2,2,90,0,3,0,2,0,0,0,0,0,0,1,40,39.4,22.9,79.0,14.1,80,55242,728227,144955,89713,7
166,21,6,8,False,2020-09-26T14:00:00Z,1,2,3,89,1,0,0,1,0,0,0,1,0,0,3,32,42.0,3.2,25.0,7.0,80,16344,777072,114962,98618,7
166,32,3,1,True,2020-10-03T14:00:00Z,4,2,4,24,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.7,8.0,0.9,80,-79732,705312,90791,170523,7
167,4,17,0,False,2020-09-13T15:30:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,5051,0,0,7
167,12,18,0,True,2020-09-19T11:30:00Z,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-486,5940,136,622,7
167,21,6,0,False,2020-09-26T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-542,6035,127,669,7
167,32,3,0,True,2020-10-03T14:00:00Z,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-365,5973,89,454,7
168,4,17,0,False,2020-09-13T15:30:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,49378,0,0,7
168,12,18,0,True,2020-09-19T11:30:00Z,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-5381,46290,1864,7245,7
168,21,6,0,False,2020-09-26T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-8347,38655,1538,9885,7
168,32,3,0,True,2020-10-03T14:00:00Z,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-2230,38408,3966,6196,7
169,4,17,1,False,2020-09-13T15:30:00Z,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,4.0,0.4,60,0,28479,0,0,7
169,12,18,1,True,2020-09-19T11:30:00Z,5,2,2,12,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,1.3,7.0,0.5,60,-2499,34460,3590,6089,7
169,21,6,0,False,2020-09-26T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,59,-5862,31953,2522,8384,7
169,32,3,0,True,2020-10-03T14:00:00Z,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,59,-5025,28631,1392,6417,7
170,4,17,0,False,2020-09-13T15:30:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,252603,0,0,7
170,12,18,0,True,2020-09-19T11:30:00Z,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-41406,218700,5861,47267,7
170,21,6,0,False,2020-09-26T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-53401,165524,10375,63776,7
170,32,3,0,True,2020-10-03T14:00:00Z,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-25184,142249,575,25759,7
502,4,17,3,False,2020-09-13T15:30:00Z,0,1,1,90,0,0,1,0,0,0,0,0,0,0,0,16,18.0,3.4,0.0,2.1,55,0,75335,0,0,7
502,12,18,2,True,2020-09-19T11:30:00Z,5,2,2,90,0,0,0,2,0,0,0,0,0,0,0,13,18.0,6.0,7.0,3.1,55,19148,133590,36189,17041,7
502,21,6,2,False,2020-09-26T14:00:00Z,1,2,3,90,0,0,0,1,0,0,0,0,0,0,0,9,18.4,11.0,1.0,3.0,55,-16720,123385,17310,34030,7
502,32,3,0,True,2020-10-03T14:00:00Z,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-26221,100840,9196,35417,7
508,4,17,3,False,2020-09-13T15:30:00Z,0,1,1,90,0,0,1,0,0,0,0,0,0,0,0,16,17.0,58.6,23.0,9.9,75,0,471986,0,0,7
508,12,18,12,True,2020-09-19T11:30:00Z,5,2,2,77,1,1,0,2,0,0,0,0,0,0,2,42,57.0,39.7,9.0,10.6,75,277021,914403,363416,86395,7
508,21,6,2,False,2020-09-26T14:00:00Z,1,2,3,85,0,0,0,1,0,0,0,0,0,0,0,16,14.4,41.7,25.0,8.1,76,682098,1747659,806071,123973,7
